zcr,chroma_stft,spectral_contrast,tonnetz,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,label
0.1275974899622678,0.43361694,18.501843463427953,0.041600480545606895,112.34714673913044,-44.972015,69.765335,11.851114,8.137467,12.62307,7.7987547,11.307399,0.19175638,9.630409,2.8426685,3.8571951,-0.8326629,2.1378021,1.0925359,-0.06844644,0.64883536,-1.4783102,3.7229264,4.547461,4.263485,pop
0.14153920460042568,0.3869217,17.6103147171727,0.03816868435171596,103.359375,-45.71781,65.287415,12.934513,14.516592,7.038325,4.395021,6.6337786,3.301898,7.7297864,4.070035,3.6681185,2.6062715,4.0490017,2.3892908,1.7840556,-2.3934214,-1.3437684,-2.8735752,-0.84610224,-2.591192,pop
0.16189735814144737,0.42336026,17.70509581669737,-0.02455023675346634,129.19921875,-8.531341,54.251755,20.96331,13.099079,9.721153,6.015052,10.720785,6.1021194,0.6942645,5.0023856,-3.4498136,0.8725568,-1.9390469,-2.7849798,-2.6762013,-3.3184636,1.7050132,-0.14683868,4.8484674,2.9080086,pop
0.12735523897058823,0.4335399,18.459024869024574,0.04193365076673673,112.34714673913044,-45.064255,69.78576,11.866148,8.177108,12.603081,7.750252,11.3099985,0.25850755,9.65932,2.803888,3.8585238,-0.8353045,2.1194327,1.1247413,0.007464241,0.761385,-1.4808842,3.656361,4.4588914,4.1998005,pop
0.15341592794601394,0.38877133,17.722443365012147,-0.03332301979240094,107.666015625,-97.0082,51.786003,18.738693,20.481665,5.6104527,3.5735023,5.57229,0.737395,7.3361273,1.6588529,-2.7012627,-0.44397426,-1.0818589,-3.45436,-2.4807754,-3.309378,-2.2329962,-2.6434991,-2.74049,0.3115342,pop
0.06769535785119969,0.37462318,17.840012951733346,0.09630646861819886,92.28515625,-169.15085,94.640785,24.504723,27.41387,11.641731,14.895841,4.234472,12.369024,10.702795,5.126413,-0.3423667,1.2547648,-4.157589,-3.1358938,0.29853344,-3.551203,-2.8172486,-5.7609015,-5.2082133,-0.09840228,pop
0.15406445010158668,0.51853126,17.376706083491804,0.004721160610023969,103.359375,-39.691376,33.951675,9.604388,16.657578,14.906162,11.198782,21.502827,9.886201,14.73235,15.628255,2.040395,2.579496,0.35728565,1.6512009,6.9411736,8.237751,9.367546,6.9661984,1.496738,-1.1285765,pop
0.07464656298374613,0.3167193,19.277472234697655,0.04209752575654359,80.74951171875,-125.98142,117.33393,-0.07229227,10.211122,4.49017,2.1888666,-3.6360846,3.3763409,1.7375194,4.5511193,0.8427298,2.4246018,-3.1125748,-2.837452,-6.106637,-5.2675734,-1.8156683,-3.2187061,1.2653753,5.800691,pop
0.22873671209849072,0.42664915,17.24316128267704,-0.011626473927635552,95.703125,-113.1695,41.58814,21.516308,11.092117,17.440653,0.60743165,3.0293286,0.0845087,3.4569807,0.2906403,0.61601543,1.2555636,2.8942456,-0.7695475,0.22040612,-1.4086615,-0.7604615,-0.8702321,-1.5392059,1.0672659,pop
0.14755995428599072,0.35314766,18.969570431770595,0.08422526108116733,103.359375,-44.723248,55.059223,27.137182,19.50298,14.696994,3.2040472,5.509529,1.4237081,4.4969788,1.367907,-1.6663117,-3.5344167,-7.9148335,-3.532205,-8.198315,-3.392684,-2.6661003,4.2834873,1.3531153,-0.16799042,pop
